TransactionID,Date,CustomerID,Age,Gender,Location,ProductID,Category,Quantity, UnitPrice , Sales ,PaymentType,PromotionApplied,DiscountAmount,Total Amount,GiftWrap,Event,CustomerSatisfaction,ReturnFlag
880,02-11-2021,39,67,Female,City_7,503,Electronics,5, $80.05 , $400.27 ,Cash,FALSE,40.02732124, $360.25 ,FALSE,Black Friday,3,TRUE
881,23-11-2023,136,65,Other,City_3,406,Toys,3, $36.34 , $109.01 ,Cash,FALSE,10.90114791, $98.11 ,FALSE,Black Friday,2,TRUE
882,12-11-2022,185,68,Male,City_18,641,Electronics,4, $47.36 , $189.43 ,Cash,FALSE,0, $189.43 ,TRUE,Christmas Market,1,FALSE
883,23-12-2022,345,25,Other,City_18,694,Decorations,1, $83.26 , $83.26 ,Credit Card,FALSE,8.325857348, $74.93 ,TRUE,Black Friday,5,FALSE
884,28-11-2020,271,38,Male,City_1,896,Toys,3, $75.13 , $225.40 ,Credit Card,TRUE,22.53983231, $202.86 ,TRUE,Black Friday,4,FALSE
885,05-11-2020,29,50,Female,City_9,241,Food,1, $64.22 , $64.22 ,Online Payment,FALSE,0, $64.22 ,TRUE,Christmas Market,5,TRUE
886,26-11-2020,490,60,Other,City_5,581,Electronics,1, $42.95 , $42.95 ,Online Payment,FALSE,4.295267709, $38.66 ,FALSE,Black Friday,3,TRUE
887,29-11-2022,248,29,Male,City_7,913,Toys,4, $36.27 , $145.07 ,Cash,TRUE,14.50716074, $130.56 ,FALSE,Black Friday,1,TRUE
888,14-11-2018,444,55,Male,City_8,400,Food,3, $75.40 , $226.20 ,Credit Card,TRUE,0, $226.20 ,TRUE,None,4,TRUE
889,18-11-2020,165,26,Male,City_3,824,Toys,3, $26.46 , $79.37 ,Cash,FALSE,0, $79.37 ,FALSE,None,2,FALSE
890,25-11-2023,284,43,Male,City_14,323,Decorations,2, $49.31 , $98.61 ,Credit Card,FALSE,9.861084176, $88.75 ,TRUE,Black Friday,3,FALSE
891,28-12-2023,67,22,Other,City_2,914,Food,4, $99.17 , $396.67 ,Cash,FALSE,0, $396.67 ,TRUE,Christmas Market,3,TRUE
892,07-12-2023,162,62,Male,City_19,798,Decorations,1, $15.70 , $15.70 ,Debit Card,TRUE,1.569727244, $14.13 ,TRUE,Black Friday,3,TRUE
893,12-11-2020,475,29,Other,City_13,260,Food,3, $49.45 , $148.35 ,Debit Card,TRUE,0, $148.35 ,FALSE,None,1,FALSE
894,04-11-2020,35,50,Female,City_13,91,Decorations,5, $92.79 , $463.94 ,Credit Card,FALSE,46.39439795, $417.55 ,TRUE,Black Friday,3,TRUE
895,01-12-2021,451,58,Female,City_9,355,Clothing,3, $43.05 , $129.14 ,Online Payment,FALSE,12.9143753, $116.23 ,FALSE,Black Friday,1,FALSE
896,05-11-2018,492,45,Other,City_19,802,Electronics,1, $88.73 , $88.73 ,Debit Card,FALSE,8.872898274, $79.86 ,FALSE,Black Friday,5,FALSE
897,23-11-2022,109,32,Other,City_10,122,Food,4, $52.88 , $211.51 ,Debit Card,FALSE,21.15113926, $190.36 ,TRUE,Black Friday,3,TRUE
898,17-11-2018,241,18,Female,City_1,774,Electronics,1, $55.39 , $55.39 ,Credit Card,FALSE,5.53905084, $49.85 ,TRUE,Black Friday,5,TRUE
899,24-11-2021,385,31,Male,City_20,223,Clothing,1, $35.24 , $35.24 ,Cash,FALSE,3.524255085, $31.72 ,TRUE,Black Friday,1,FALSE
900,15-12-2018,20,31,Other,City_2,555,Decorations,3, $95.42 , $286.25 ,Online Payment,FALSE,28.62538913, $257.63 ,TRUE,Black Friday,5,TRUE
901,30-11-2021,412,50,Female,City_2,988,Toys,1, $10.92 , $10.92 ,Cash,TRUE,1.091631575, $9.82 ,FALSE,Black Friday,3,FALSE
902,24-11-2020,105,25,Female,City_8,482,Clothing,1, $82.24 , $82.24 ,Credit Card,TRUE,8.224076371, $74.02 ,TRUE,Black Friday,1,FALSE
903,13-12-2021,123,42,Female,City_7,642,Toys,5, $64.97 , $324.84 ,Cash,FALSE,0, $324.84 ,FALSE,None,3,FALSE
904,17-11-2018,174,57,Female,City_9,282,Electronics,4, $67.30 , $269.20 ,Debit Card,TRUE,0, $269.20 ,FALSE,Christmas Market,2,TRUE
905,02-11-2021,91,27,Other,City_10,974,Decorations,4, $39.06 , $156.24 ,Cash,TRUE,0, $156.24 ,TRUE,Christmas Market,3,FALSE
906,23-12-2020,59,51,Other,City_12,603,Electronics,3, $90.39 , $271.16 ,Credit Card,TRUE,0, $271.16 ,FALSE,None,3,TRUE
907,15-11-2020,12,42,Male,City_12,772,Toys,5, $93.16 , $465.79 ,Debit Card,TRUE,46.57920825, $419.21 ,FALSE,Black Friday,2,FALSE
908,09-12-2021,214,34,Other,City_5,347,Food,1, $31.97 , $31.97 ,Cash,TRUE,3.19667329, $28.77 ,TRUE,Black Friday,5,TRUE
909,09-11-2018,262,18,Other,City_16,602,Decorations,1, $62.69 , $62.69 ,Debit Card,FALSE,0, $62.69 ,FALSE,None,1,TRUE
910,24-11-2020,12,64,Other,City_11,124,Electronics,4, $18.14 , $72.55 ,Credit Card,TRUE,7.255468008, $65.30 ,TRUE,Black Friday,4,TRUE
911,25-11-2018,92,41,Male,City_4,476,Clothing,4, $40.84 , $163.36 ,Online Payment,TRUE,16.33559899, $147.02 ,FALSE,Black Friday,1,FALSE
912,01-12-2020,138,69,Male,City_3,561,Electronics,2, $50.15 , $100.29 ,Debit Card,FALSE,0, $100.29 ,FALSE,Christmas Market,3,TRUE
913,08-12-2023,202,42,Other,City_13,688,Decorations,3, $95.66 , $286.98 ,Cash,FALSE,0, $286.98 ,TRUE,None,5,FALSE
914,12-12-2019,382,31,Female,City_12,422,Electronics,2, $99.74 , $199.49 ,Debit Card,TRUE,0, $199.49 ,FALSE,Christmas Market,2,FALSE
915,04-12-2020,181,57,Other,City_20,641,Toys,1, $37.47 , $37.47 ,Cash,TRUE,3.747485792, $33.73 ,FALSE,Black Friday,5,FALSE
916,28-11-2020,192,38,Other,City_18,403,Electronics,3, $18.87 , $56.60 ,Online Payment,FALSE,5.659875064, $50.94 ,TRUE,Black Friday,5,TRUE
917,10-12-2021,46,62,Female,City_18,755,Clothing,3, $69.11 , $207.34 ,Debit Card,FALSE,20.73358389, $186.60 ,FALSE,Black Friday,4,FALSE
918,20-12-2018,470,25,Female,City_20,739,Decorations,2, $43.54 , $87.08 ,Credit Card,TRUE,0, $87.08 ,FALSE,Christmas Market,4,FALSE
919,03-12-2020,390,44,Male,City_17,90,Food,3, $81.10 , $243.30 ,Cash,FALSE,0, $243.30 ,TRUE,None,2,TRUE
920,22-12-2022,483,48,Female,City_15,966,Toys,5, $90.95 , $454.75 ,Cash,TRUE,0, $454.75 ,TRUE,None,5,TRUE
921,13-11-2021,425,60,Male,City_3,735,Toys,1, $94.65 , $94.65 ,Cash,TRUE,0, $94.65 ,TRUE,Christmas Market,3,TRUE
922,21-11-2018,239,38,Other,City_6,325,Clothing,3, $98.46 , $295.38 ,Debit Card,FALSE,0, $295.38 ,FALSE,Christmas Market,1,TRUE
923,18-11-2023,438,27,Female,City_19,834,Clothing,5, $39.10 , $195.50 ,Cash,FALSE,0, $195.50 ,FALSE,None,3,TRUE
924,18-12-2022,278,40,Female,City_16,287,Decorations,1, $21.42 , $21.42 ,Cash,FALSE,0, $21.42 ,FALSE,Christmas Market,2,TRUE
925,02-11-2023,350,40,Female,City_8,4,Food,4, $62.93 , $251.74 ,Credit Card,TRUE,25.17352835, $226.56 ,FALSE,Black Friday,4,FALSE
926,07-11-2022,298,47,Female,City_15,309,Clothing,4, $33.68 , $134.73 ,Debit Card,TRUE,0, $134.73 ,FALSE,None,4,FALSE
927,21-12-2018,224,66,Other,City_13,125,Decorations,1, $85.47 , $85.47 ,Online Payment,TRUE,8.546646675, $76.92 ,FALSE,Black Friday,2,TRUE
928,12-12-2020,302,58,Male,City_17,364,Electronics,3, $50.38 , $151.13 ,Credit Card,FALSE,0, $151.13 ,FALSE,None,1,FALSE
929,18-12-2021,59,24,Other,City_4,770,Decorations,2, $67.96 , $135.93 ,Online Payment,FALSE,13.59291507, $122.34 ,TRUE,Black Friday,2,TRUE
930,14-12-2022,45,51,Other,City_14,806,Toys,1, $48.55 , $48.55 ,Online Payment,TRUE,0, $48.55 ,TRUE,Christmas Market,3,TRUE
931,01-11-2021,355,55,Other,City_19,868,Clothing,4, $45.02 , $180.08 ,Debit Card,FALSE,0, $180.08 ,FALSE,Christmas Market,4,TRUE
932,10-11-2022,109,19,Male,City_11,264,Electronics,5, $29.01 , $145.06 ,Credit Card,FALSE,0, $145.06 ,TRUE,Christmas Market,4,TRUE
933,08-11-2018,306,44,Male,City_5,34,Toys,5, $46.90 , $234.49 ,Cash,TRUE,0, $234.49 ,TRUE,None,1,TRUE
934,02-11-2019,257,59,Other,City_4,363,Electronics,5, $75.21 , $376.05 ,Cash,TRUE,0, $376.05 ,FALSE,Christmas Market,4,FALSE
935,29-11-2022,366,50,Female,City_9,223,Clothing,3, $28.18 , $84.53 ,Debit Card,FALSE,8.453420089, $76.08 ,TRUE,Black Friday,2,TRUE
936,30-12-2019,447,38,Female,City_13,634,Electronics,5, $14.81 , $74.06 ,Credit Card,FALSE,0, $74.06 ,FALSE,Christmas Market,3,FALSE
937,11-12-2022,258,40,Female,City_2,91,Clothing,5, $19.45 , $97.27 ,Online Payment,FALSE,0, $97.27 ,FALSE,None,4,TRUE
938,01-11-2023,112,19,Other,City_14,946,Clothing,4, $82.31 , $329.25 ,Debit Card,TRUE,0, $329.25 ,FALSE,None,5,FALSE
939,22-12-2023,352,34,Other,City_15,35,Clothing,5, $36.08 , $180.42 ,Credit Card,TRUE,18.041867, $162.38 ,FALSE,Black Friday,2,TRUE
940,24-11-2018,271,34,Female,City_17,913,Electronics,1, $66.95 , $66.95 ,Online Payment,FALSE,6.695373224, $60.26 ,TRUE,Black Friday,5,TRUE
941,01-12-2022,392,22,Male,City_15,479,Electronics,1, $34.50 , $34.50 ,Credit Card,FALSE,0, $34.50 ,FALSE,Christmas Market,5,FALSE
942,07-11-2020,57,26,Other,City_18,119,Decorations,4, $40.41 , $161.62 ,Credit Card,TRUE,0, $161.62 ,FALSE,None,1,FALSE
943,09-12-2018,249,48,Other,City_15,449,Clothing,4, $77.68 , $310.73 ,Credit Card,TRUE,0, $310.73 ,TRUE,Christmas Market,4,FALSE
944,12-11-2018,371,43,Female,City_19,530,Electronics,5, $40.97 , $204.87 ,Online Payment,FALSE,0, $204.87 ,TRUE,Christmas Market,3,TRUE
945,24-11-2021,113,45,Female,City_19,668,Food,5, $87.52 , $437.60 ,Online Payment,FALSE,43.75953531, $393.84 ,FALSE,Black Friday,5,TRUE
946,27-11-2020,287,69,Male,City_7,653,Decorations,2, $21.07 , $42.14 ,Online Payment,FALSE,4.213595229, $37.92 ,TRUE,Black Friday,5,FALSE
947,15-12-2019,93,49,Other,City_11,701,Clothing,1, $99.10 , $99.10 ,Debit Card,FALSE,0, $99.10 ,FALSE,Christmas Market,4,TRUE
948,20-11-2022,72,21,Female,City_13,739,Electronics,1, $26.42 , $26.42 ,Debit Card,TRUE,0, $26.42 ,TRUE,None,4,FALSE
949,24-12-2019,466,31,Male,City_9,961,Electronics,2, $73.31 , $146.63 ,Online Payment,TRUE,0, $146.63 ,TRUE,Christmas Market,3,FALSE
950,27-11-2021,332,25,Other,City_1,245,Electronics,4, $96.11 , $384.44 ,Credit Card,TRUE,38.44431955, $346.00 ,FALSE,Black Friday,1,FALSE
951,26-12-2019,307,51,Male,City_7,175,Clothing,2, $60.47 , $120.94 ,Credit Card,FALSE,0, $120.94 ,FALSE,None,1,FALSE
952,05-11-2021,332,37,Other,City_8,22,Toys,5, $31.17 , $155.83 ,Credit Card,TRUE,0, $155.83 ,TRUE,None,4,FALSE
953,08-11-2019,329,37,Male,City_13,207,Electronics,1, $56.14 , $56.14 ,Online Payment,TRUE,0, $56.14 ,FALSE,Christmas Market,4,FALSE
954,08-12-2023,413,42,Other,City_14,700,Decorations,4, $23.18 , $92.73 ,Debit Card,FALSE,9.272774796, $83.45 ,TRUE,Black Friday,5,FALSE
955,20-11-2019,488,24,Female,City_13,998,Clothing,4, $99.58 , $398.30 ,Debit Card,FALSE,0, $398.30 ,FALSE,Christmas Market,2,TRUE
956,15-12-2020,29,65,Male,City_15,192,Clothing,2, $89.65 , $179.29 ,Online Payment,TRUE,0, $179.29 ,FALSE,Christmas Market,5,FALSE
957,01-11-2019,430,37,Female,City_6,81,Electronics,5, $77.34 , $386.68 ,Debit Card,TRUE,0, $386.68 ,TRUE,Christmas Market,1,TRUE
958,02-12-2021,420,44,Male,City_20,614,Food,5, $59.36 , $296.80 ,Debit Card,FALSE,0, $296.80 ,TRUE,Christmas Market,1,FALSE
959,24-11-2020,189,49,Male,City_8,556,Toys,1, $64.29 , $64.29 ,Cash,FALSE,6.428648355, $57.86 ,TRUE,Black Friday,1,FALSE
960,21-12-2021,279,39,Male,City_13,350,Clothing,2, $58.03 , $116.05 ,Online Payment,TRUE,11.60549911, $104.45 ,TRUE,Black Friday,3,FALSE
961,12-11-2023,371,65,Male,City_12,813,Decorations,3, $20.29 , $60.88 ,Cash,FALSE,0, $60.88 ,TRUE,None,2,FALSE
962,14-11-2020,2,69,Female,City_3,99,Toys,2, $45.38 , $90.76 ,Debit Card,TRUE,9.076063424, $81.68 ,TRUE,Black Friday,5,TRUE
963,01-11-2020,288,55,Other,City_13,46,Decorations,2, $92.41 , $184.81 ,Credit Card,FALSE,0, $184.81 ,FALSE,None,5,TRUE
964,11-12-2020,348,21,Female,City_7,432,Toys,1, $82.09 , $82.09 ,Online Payment,TRUE,8.208704655, $73.88 ,TRUE,Black Friday,5,FALSE
965,29-11-2020,142,56,Other,City_10,243,Food,1, $43.61 , $43.61 ,Cash,FALSE,4.360796568, $39.25 ,TRUE,Black Friday,1,FALSE
966,09-12-2020,206,40,Male,City_6,24,Decorations,2, $21.28 , $42.56 ,Online Payment,FALSE,0, $42.56 ,FALSE,Christmas Market,1,TRUE
967,16-12-2021,346,57,Other,City_6,893,Toys,5, $84.56 , $422.82 ,Debit Card,FALSE,42.28160238, $380.53 ,FALSE,Black Friday,5,FALSE
968,29-11-2023,344,24,Male,City_15,868,Toys,3, $51.95 , $155.85 ,Cash,TRUE,15.58497502, $140.26 ,FALSE,Black Friday,4,TRUE
969,31-12-2020,297,66,Female,City_17,163,Electronics,4, $91.92 , $367.66 ,Debit Card,FALSE,36.76615533, $330.90 ,TRUE,Black Friday,4,TRUE
970,11-12-2020,343,48,Other,City_14,115,Decorations,1, $98.96 , $98.96 ,Cash,TRUE,9.896499143, $89.07 ,FALSE,Black Friday,5,TRUE
971,17-11-2021,161,41,Other,City_1,96,Food,1, $46.92 , $46.92 ,Debit Card,TRUE,4.691832748, $42.23 ,TRUE,Black Friday,2,TRUE
972,05-12-2020,370,30,Female,City_20,114,Decorations,4, $38.00 , $151.99 ,Cash,FALSE,0, $151.99 ,TRUE,None,2,TRUE
973,04-12-2022,494,61,Male,City_20,985,Decorations,2, $48.42 , $96.84 ,Online Payment,FALSE,9.68374862, $87.15 ,FALSE,Black Friday,5,FALSE
974,04-11-2019,409,28,Female,City_11,712,Electronics,2, $90.55 , $181.10 ,Cash,TRUE,0, $181.10 ,FALSE,Christmas Market,3,TRUE
975,17-12-2018,68,61,Female,City_10,834,Toys,5, $16.24 , $81.18 ,Online Payment,FALSE,0, $81.18 ,FALSE,None,5,TRUE
976,12-12-2023,46,65,Female,City_18,117,Electronics,2, $78.32 , $156.64 ,Debit Card,FALSE,0, $156.64 ,TRUE,Christmas Market,3,TRUE
977,11-11-2021,150,32,Female,City_14,670,Decorations,3, $65.13 , $195.39 ,Online Payment,FALSE,0, $195.39 ,FALSE,Christmas Market,1,FALSE
978,28-12-2018,4,32,Other,City_12,887,Electronics,2, $44.30 , $88.61 ,Debit Card,TRUE,0, $88.61 ,TRUE,None,3,TRUE
979,20-12-2019,327,39,Female,City_13,513,Food,3, $69.53 , $208.60 ,Online Payment,FALSE,0, $208.60 ,FALSE,None,3,FALSE
980,16-12-2022,77,47,Male,City_3,872,Clothing,4, $33.48 , $133.90 ,Debit Card,TRUE,13.39000162, $120.51 ,FALSE,Black Friday,1,TRUE
981,05-12-2019,405,18,Male,City_18,442,Decorations,3, $71.18 , $213.53 ,Debit Card,TRUE,0, $213.53 ,FALSE,None,5,TRUE
982,26-12-2020,174,38,Other,City_9,911,Electronics,3, $89.91 , $269.72 ,Credit Card,TRUE,0, $269.72 ,FALSE,Christmas Market,3,TRUE
983,09-12-2021,1,54,Male,City_4,594,Toys,3, $46.47 , $139.40 ,Credit Card,FALSE,13.93998683, $125.46 ,FALSE,Black Friday,3,TRUE
984,20-12-2023,365,24,Female,City_17,116,Electronics,1, $42.60 , $42.60 ,Online Payment,FALSE,0, $42.60 ,TRUE,Christmas Market,3,TRUE
985,21-12-2022,189,30,Female,City_1,758,Toys,5, $15.86 , $79.30 ,Online Payment,FALSE,7.930317787, $71.37 ,TRUE,Black Friday,1,TRUE
986,02-12-2018,476,44,Male,City_10,890,Clothing,3, $63.67 , $191.00 ,Debit Card,TRUE,19.10029819, $171.90 ,FALSE,Black Friday,4,TRUE
987,12-11-2020,147,29,Female,City_15,556,Toys,3, $93.33 , $279.99 ,Credit Card,FALSE,27.99941111, $251.99 ,FALSE,Black Friday,1,TRUE
988,19-11-2018,115,58,Female,City_18,500,Food,2, $72.57 , $145.13 ,Online Payment,FALSE,14.51302562, $130.62 ,TRUE,Black Friday,2,FALSE
989,10-12-2019,382,48,Male,City_16,183,Food,2, $20.15 , $40.29 ,Debit Card,TRUE,0, $40.29 ,TRUE,None,3,TRUE
990,14-11-2023,371,41,Male,City_18,162,Electronics,5, $23.20 , $115.98 ,Cash,TRUE,0, $115.98 ,FALSE,None,3,TRUE
991,20-12-2022,126,63,Female,City_17,259,Clothing,2, $58.30 , $116.60 ,Credit Card,TRUE,0, $116.60 ,TRUE,Christmas Market,3,FALSE
992,05-11-2019,460,60,Other,City_9,787,Electronics,1, $23.76 , $23.76 ,Debit Card,FALSE,2.375988298, $21.38 ,TRUE,Black Friday,5,FALSE
993,22-12-2019,78,47,Female,City_9,644,Food,2, $55.08 , $110.15 ,Debit Card,TRUE,11.01500195, $99.14 ,FALSE,Black Friday,5,TRUE
994,27-11-2020,234,24,Male,City_16,13,Toys,5, $14.40 , $71.98 ,Cash,TRUE,7.197762064, $64.78 ,FALSE,Black Friday,4,FALSE
995,29-11-2019,467,55,Female,City_2,67,Electronics,4, $34.87 , $139.49 ,Online Payment,FALSE,13.9488058, $125.54 ,TRUE,Black Friday,4,TRUE
996,12-11-2023,72,61,Male,City_1,325,Food,3, $57.23 , $171.69 ,Online Payment,TRUE,0, $171.69 ,TRUE,Christmas Market,4,TRUE
997,04-12-2018,285,69,Male,City_3,866,Clothing,1, $74.23 , $74.23 ,Cash,FALSE,0, $74.23 ,TRUE,None,3,FALSE
998,25-12-2019,22,61,Female,City_5,600,Decorations,1, $22.76 , $22.76 ,Cash,TRUE,2.275834869, $20.48 ,TRUE,Black Friday,2,FALSE
999,23-11-2018,362,39,Other,City_19,199,Clothing,2, $47.00 , $94.00 ,Credit Card,FALSE,9.39999908, $84.60 ,FALSE,Black Friday,4,FALSE
1000,23-12-2021,449,66,Other,City_3,628,Decorations,5, $60.26 , $301.30 ,Debit Card,FALSE,0, $301.30 ,TRUE,Christmas Market,5,FALSE
1001,01-12-2023,484,57,Female,City_4,838,Clothing,1, $11.39 , $11.39 ,Debit Card,TRUE,0, $11.39 ,TRUE,None,3,TRUE
1002,04-12-2020,88,51,Female,City_12,354,Clothing,3, $67.03 , $201.08 ,Debit Card,TRUE,0, $201.08 ,FALSE,None,4,FALSE
1003,03-12-2023,103,53,Female,City_19,399,Clothing,1, $50.07 , $50.07 ,Debit Card,TRUE,5.006952677, $45.06 ,TRUE,Black Friday,2,FALSE
1004,19-11-2021,67,29,Male,City_18,854,Toys,3, $91.06 , $273.18 ,Credit Card,TRUE,0, $273.18 ,TRUE,Christmas Market,1,TRUE
1005,09-12-2019,111,36,Male,City_18,501,Clothing,3, $14.73 , $44.19 ,Debit Card,FALSE,0, $44.19 ,FALSE,Christmas Market,5,TRUE
1006,09-12-2022,198,52,Other,City_2,346,Food,1, $11.68 , $11.68 ,Credit Card,FALSE,0, $11.68 ,TRUE,None,4,FALSE
1007,22-11-2018,295,34,Female,City_18,49,Toys,2, $85.33 , $170.67 ,Online Payment,FALSE,0, $170.67 ,TRUE,None,4,FALSE
1008,31-12-2022,365,32,Other,City_4,121,Clothing,4, $12.21 , $48.85 ,Cash,TRUE,4.884979135, $43.96 ,TRUE,Black Friday,3,FALSE
1009,18-11-2019,37,40,Other,City_19,264,Toys,5, $32.59 , $162.96 ,Debit Card,TRUE,16.29559976, $146.66 ,TRUE,Black Friday,3,FALSE
1010,23-11-2022,489,56,Male,City_20,883,Toys,2, $48.24 , $96.48 ,Debit Card,TRUE,9.64761287, $86.83 ,FALSE,Black Friday,3,TRUE
1011,15-12-2022,151,24,Other,City_8,702,Decorations,3, $96.54 , $289.61 ,Credit Card,TRUE,0, $289.61 ,TRUE,None,5,TRUE
1012,02-12-2018,435,59,Male,City_12,133,Electronics,2, $11.95 , $23.90 ,Credit Card,TRUE,0, $23.90 ,TRUE,Christmas Market,2,FALSE
1013,13-12-2018,410,70,Other,City_6,937,Clothing,4, $81.35 , $325.41 ,Cash,FALSE,0, $325.41 ,TRUE,None,3,TRUE
1014,03-11-2023,384,23,Male,City_19,224,Toys,1, $49.61 , $49.61 ,Cash,TRUE,4.961214334, $44.65 ,FALSE,Black Friday,3,TRUE
1015,19-12-2018,403,46,Other,City_14,119,Clothing,1, $11.46 , $11.46 ,Online Payment,FALSE,0, $11.46 ,FALSE,Christmas Market,3,TRUE
1016,14-12-2018,84,50,Female,City_2,373,Electronics,5, $54.21 , $271.04 ,Credit Card,TRUE,0, $271.04 ,FALSE,Christmas Market,2,TRUE
1017,09-11-2023,473,47,Female,City_13,177,Toys,2, $16.52 , $33.04 ,Credit Card,FALSE,0, $33.04 ,TRUE,None,5,FALSE
1018,19-12-2023,35,30,Other,City_17,141,Toys,5, $96.34 , $481.69 ,Credit Card,TRUE,0, $481.69 ,FALSE,None,5,FALSE
1019,03-11-2022,311,62,Other,City_5,892,Clothing,2, $11.78 , $23.56 ,Cash,FALSE,0, $23.56 ,TRUE,None,3,FALSE
1020,24-11-2018,172,37,Female,City_16,365,Toys,1, $71.85 , $71.85 ,Cash,TRUE,7.184929959, $64.66 ,FALSE,Black Friday,1,TRUE
1021,11-11-2022,442,59,Female,City_17,667,Electronics,3, $18.68 , $56.05 ,Debit Card,FALSE,0, $56.05 ,FALSE,Christmas Market,2,FALSE
1022,15-11-2022,295,29,Female,City_20,756,Electronics,3, $14.10 , $42.30 ,Cash,TRUE,0, $42.30 ,FALSE,None,1,FALSE
1023,25-12-2023,344,64,Other,City_20,379,Food,2, $39.35 , $78.71 ,Online Payment,FALSE,0, $78.71 ,FALSE,Christmas Market,1,FALSE
1024,04-12-2022,467,45,Male,City_13,561,Food,5, $28.06 , $140.29 ,Credit Card,TRUE,0, $140.29 ,TRUE,None,5,TRUE
1025,13-11-2018,120,50,Male,City_10,33,Toys,1, $71.37 , $71.37 ,Debit Card,TRUE,7.136963895, $64.23 ,TRUE,Black Friday,2,FALSE
1026,17-12-2022,372,35,Other,City_14,729,Food,2, $70.14 , $140.28 ,Cash,TRUE,14.02750664, $126.25 ,TRUE,Black Friday,1,FALSE
1027,14-11-2021,81,38,Male,City_14,714,Clothing,5, $15.91 , $79.55 ,Debit Card,FALSE,7.955179308, $71.60 ,FALSE,Black Friday,1,FALSE
1028,11-11-2019,266,26,Male,City_2,728,Electronics,1, $74.19 , $74.19 ,Debit Card,FALSE,0, $74.19 ,TRUE,None,2,TRUE
1029,10-11-2019,151,63,Male,City_13,639,Electronics,1, $30.41 , $30.41 ,Online Payment,TRUE,0, $30.41 ,FALSE,Christmas Market,3,TRUE
1030,12-12-2021,172,62,Other,City_11,721,Clothing,5, $11.24 , $56.21 ,Cash,FALSE,0, $56.21 ,TRUE,None,5,FALSE
1031,24-12-2023,347,41,Female,City_19,749,Decorations,5, $54.50 , $272.48 ,Debit Card,TRUE,0, $272.48 ,TRUE,None,2,TRUE
1032,02-11-2023,83,50,Other,City_17,597,Toys,5, $71.04 , $355.19 ,Credit Card,FALSE,0, $355.19 ,FALSE,Christmas Market,5,TRUE
1033,22-12-2022,165,31,Female,City_15,97,Decorations,1, $12.26 , $12.26 ,Cash,FALSE,1.226219857, $11.04 ,TRUE,Black Friday,3,TRUE
1034,30-11-2019,437,34,Male,City_12,889,Clothing,3, $54.70 , $164.11 ,Credit Card,TRUE,0, $164.11 ,TRUE,Christmas Market,5,TRUE
1035,21-11-2019,49,62,Other,City_3,555,Food,4, $13.21 , $52.85 ,Credit Card,FALSE,5.284588433, $47.56 ,TRUE,Black Friday,5,TRUE
1036,02-12-2021,103,21,Male,City_8,88,Clothing,3, $85.03 , $255.08 ,Credit Card,FALSE,0, $255.08 ,TRUE,Christmas Market,1,FALSE
1037,27-11-2023,11,69,Male,City_17,851,Toys,3, $82.50 , $247.49 ,Online Payment,FALSE,24.74879567, $222.74 ,TRUE,Black Friday,5,FALSE
1038,07-12-2020,286,19,Male,City_17,437,Clothing,5, $65.24 , $326.22 ,Credit Card,FALSE,0, $326.22 ,TRUE,Christmas Market,5,TRUE
1039,18-12-2022,58,25,Other,City_15,325,Electronics,4, $19.44 , $77.77 ,Online Payment,FALSE,0, $77.77 ,FALSE,Christmas Market,1,TRUE
1040,07-11-2020,147,41,Other,City_16,372,Decorations,1, $72.13 , $72.13 ,Cash,FALSE,0, $72.13 ,FALSE,Christmas Market,5,TRUE
1041,07-12-2023,155,67,Other,City_2,761,Toys,5, $86.01 , $430.03 ,Online Payment,FALSE,43.00314532, $387.03 ,TRUE,Black Friday,5,TRUE
1042,22-12-2019,440,60,Male,City_16,279,Clothing,3, $60.25 , $180.74 ,Debit Card,TRUE,0, $180.74 ,FALSE,Christmas Market,1,FALSE
1043,01-11-2022,500,52,Female,City_18,583,Toys,3, $33.68 , $101.04 ,Credit Card,FALSE,10.10406603, $90.94 ,FALSE,Black Friday,5,FALSE
1044,11-12-2023,364,61,Female,City_4,502,Decorations,5, $72.68 , $363.42 ,Credit Card,TRUE,0, $363.42 ,FALSE,Christmas Market,5,FALSE
1045,20-12-2018,17,35,Male,City_14,333,Food,5, $99.82 , $499.11 ,Credit Card,TRUE,49.9112901, $449.20 ,TRUE,Black Friday,2,TRUE
1046,01-12-2023,446,46,Male,City_7,738,Decorations,5, $93.72 , $468.62 ,Debit Card,FALSE,0, $468.62 ,FALSE,Christmas Market,2,FALSE
1047,19-12-2021,459,31,Female,City_13,833,Food,3, $30.33 , $91.00 ,Debit Card,FALSE,0, $91.00 ,FALSE,Christmas Market,3,TRUE
1048,13-12-2022,239,58,Male,City_13,152,Clothing,4, $55.36 , $221.43 ,Debit Card,FALSE,0, $221.43 ,TRUE,Christmas Market,2,TRUE
1049,23-12-2021,166,57,Female,City_1,505,Toys,2, $25.77 , $51.54 ,Online Payment,FALSE,0, $51.54 ,TRUE,None,3,FALSE
1050,24-12-2018,6,40,Female,City_13,114,Toys,4, $90.60 , $362.40 ,Credit Card,TRUE,0, $362.40 ,FALSE,Christmas Market,4,TRUE
1051,15-11-2023,403,22,Female,City_14,314,Electronics,3, $48.56 , $145.68 ,Cash,TRUE,14.5681225, $131.11 ,FALSE,Black Friday,3,FALSE
1052,10-11-2021,456,28,Male,City_4,720,Decorations,1, $50.52 , $50.52 ,Cash,TRUE,0, $50.52 ,TRUE,None,4,TRUE
